title,pmc_url,pmcid,pmid,pub_year,found_accessions_text,mission_terms_text,organism_terms_text,assay_terms_text,validated_datasets,fallback_osdr_candidates,pubmed_meta
Back pain in space and post-flight spine injury: Mechanisms and countermeasure development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6339989/,PMC6339989,,2017,,ISS,,,[],[],{}
Fifteen days of microgravity causes growth in calvaria of mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4110898/,PMC4110898,,2013,,,Mice;mice,,[],[],{}
Altered disc compression in children with idiopathic low back pain: an upright magnetic resonance imaging backpack study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3947616/,PMC3947616,,2014,,,,,[],[],{}
Spaceflight-induced bone loss alters failure mode and reduces bending strength in murine spinal segments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5477841/,PMC5477841,,2015,,Bion M1,mice;mouse,y,[],[],{}
Spaceflight-associated vascular remodeling and gene expression in mouse calvaria.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9139491/,PMC9139491,,2022,,BION-M1;Bion M1;Bion-M 1;Bion-M1,Mice;Mouse;mice;mouse;s,metabolomic;proteomic,[],[],{}
"Exposure of Mycobacterium marinum to low-shear modeled microgravity: Effect on growth, the transcriptome and survival under stress.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515531/,PMC5515531,,2016,,ISS,Saccharomyces cerevisiae;mice,RNA-Seq;proteomic;transcriptomics;y,[],[],{}
Effects of mechanostimulation on gravitropism and signal persistence in flax roots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258067/,PMC3258067,,2011,,,,,[],[],{}
Oxygen dependency of germinating Brassica seeds.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10025027/,PMC10025027,,2023,,,,,[],[],{}
"Desiccation mitigates heat stress in the resurrection fern, Pleopeltis polypodioides",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733933/,PMC7733933,,2020,,,Arabidopsis thaliana;Saccharomyces cerevisiae,RNA-Seq,[],[],{}
Transcription profile of auxin related genes during positively gravitropic hypocotyl curvature of Brassica rapa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9105288/,PMC9105288,,2022,,,Arabidopsis thaliana,,[],[],{}
High-gradient magnetic fields and starch metabolism: Results from a space experiment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9617909/,PMC9617909,,,,Shuttle;shuttle,Arabidopsis thaliana,RNA-seq;y,[],[],{}
Lipid rafts and plant gravisensitivity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695138/,PMC9695138,,,,Shuttle,Arabidopsis thaliana,Proteomic;Proteomics;proteomic;proteomics;y,[],[],{}
Expression and characterization of the bacterial mechanosensitive channel MscS in Xenopus laevis oocytes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3503204/,PMC3503204,,2012,,,Arabidopsis thaliana,,[],[],{}
United in Diversity: Mechanosensitive Ion Channels in Plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5896955/,PMC5896955,,,,,;Mice;Mouse;mice;mouse;s,RNA-Seq;RNA-seq;transcriptomics;y,[],[],{}
Expressing and Characterizing Mechanosensitive Channels in Xenopus Oocytes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4469364/,PMC4469364,,2015,,,,,[],[],{}
The ongoing search for the molecular basis of plant osmosensing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411250/,PMC4411250,,2014,,,Arabidopsis thaliana;Saccharomyces cerevisiae,proteomic;transcriptomic,[],[],{}
Plastid osmotic stress influences cell differentiation at the plant shoot apex.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5047659/,PMC5047659,,2016,,,Arabidopsis thaliana,y,[],[],{}
Spaceflight-induced synaptic modifications within hair cells of the mammalian utricle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5454470/,PMC5454470,,2016,,shuttle,;mice,,[],[],{}
Effects of angular frequency during clinorotation on mesenchymal stem cell morphology and migration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515506/,PMC5515506,,2015,,,;Arabidopsis thaliana,y,[],[],{}
"The role of FGF-2 and BMP-2 in regulation of gene induction, cell proliferation and mineralization.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3044105/,PMC3044105,,2011,,,mice;mouse,y,[],[],{}
"Nutritional supplements, COX-2 and IGF-1 expression in men on active surveillance for prostate cancer.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3002170/,PMC3002170,,2010,,,,,[],[],{}
To Infinity and Beyond! Human spaceflight and life science.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6188462/,PMC6188462,,2011,,,,,[],[],{}
Hyperoxia inhibits T cell activation in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11470607/,PMC11470607,,2024,,rr36,Mice;Mouse;mice;mouse;s,Microarray;RNA-seq;microarray;transcriptomic;y,[],[],{}
"Effects of gravitational mechanical unloading in endothelial cells: association between caveolins, inflammation and adhesion molecules",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3603133/,PMC3603133,,,,,;Mice;Mouse;mice;mouse,microarray;y,[],[],{}
n-3 Polyunsaturated fatty acids supplementation in peripheral artery disease: the OMEGA-PAD trial,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6462350/,PMC6462350,,2019,,,,,[],[],{}
Molecular mechanisms underlying the enhanced functions of three-dimensional hepatocyte aggregates,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4012541/,PMC4012541,,2013,,,mouse,microarray,[],[],{}
Spaceflight alters expression of microRNA during T-cell activation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653058/,PMC4653058,,2015,,,,microarray,[],[],{}
Spaceflight impairs antigen-specific tolerance induction in vivo and increases inflammatory cytokines.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6137544/,PMC6137544,,2015,,,mice,,[],[],{}
"From cellular mechanotransduction to biologically inspired engineering: 2009 Pritzker Award Lecture, BMES Annual Meeting October 10, 2009.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2913424/,PMC2913424,,2014,,,,,[],[],{}
Crewmember microbiome may influence microbial composition of ISS habitable surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190111/,PMC7190111,,2020,,ISS,,RNA-seq,[],[],{}
Sierra Nevada sweep: Metagenomic measurements of bioaerosols vertically distributed across the troposphere.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7382458/,PMC7382458,,,GLDS-256,,,RNA-seq,[],[],{}
Draft Genome Sequences of Fungi Isolated from the International Space Station during the Microbial Tracking-2 Experiment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8444978/,PMC8444978,,2021,GLDS-400,ISS;Shuttle,,metabolomics;proteomics,[],[],{}
"Microbial tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,PMC9241228,,,GLDS-252,ISS,,RNA-seq,[],[],{}
Detection of Target Genes for Drug Repurposing to Treat Skeletal Muscle Atrophy in Mice Flown in Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8953707/,PMC8953707,,,GLDS-101;GLDS-103;GLDS-104;GLDS-111;GLDS-135;GLDS-21;GLDS-99,BION-M1;Bion-M1;ISS;Rodent Research;iss;shuttle,;Arabidopsis thaliana;Mice;mice;mouse;s,microarray;proteomic;transcriptomic,[],[],{}
Release of CD36-associated cell-free mitochondrial DNA and RNA as a hallmark of space environment response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166646/,PMC11166646,,,OSD-530;OSD-532,ISS,Mouse;mice;mouse,Metabolomics;Proteomics;RNA-seq;Transcriptomics;proteomic,[],[],{}
Increasing the number of unloading/reambulation cycles does not adversely impac body composition and lumbar bone mineral density but reduces tissue sensitivity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3747666/,PMC3747666,,,,,mice,,[],[],{}
Bone shaft bending strength index is unaffected by exercise and unloading in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4337661/,PMC4337661,,2015,,,mice,,[],[],{}
Focal enhancement of the skeleton to exercise correlates to mesenchymal stem cell responsivity rather than peak external forces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4631774/,PMC4631774,,2015,,,mice,,[],[],{}
"Cytoskeletal configuration modulates mechanically induced changes in mesenchymal stem cell osteogenesis, morphology, and stiffness.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5052530/,PMC5052530,,,,,;mice;mouse;s,y,[],[],{}
Genetic and tissue level muscle-bone interactions during unloading and reambulation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5114340/,PMC5114340,,2016,,,Mouse;mice;mouse,,[],[],{}
Osteocyte apoptosis caused by hindlimb unloading is required to trigger osteocyte RANKL production and subsequent resorption of cortical and trabecular bone in mice femurs.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5488280/,PMC5488280,,2016,,,Mice;mouse,,[],[],{}
Differential Single Cell Responses of Embryonic Stem Cells Versus Embryoid Bodies to Gravity Mechanostimulation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9293686/,PMC9293686,,2022,,,;mice;mouse,RNA-seq;transcriptomic;transcriptomics,[],[],{}
Macrophages inhibit Aspergillus fumigatus germination and neutrophil-mediated fungal killing.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6091969/,PMC6091969,,2018,,,Zebrafish;mice;mouse;zebrafish,,[],[],{}
Contributions of spore secondary metabolites to UV-C protection and virulence vary in different Aspergillus fumigatus strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7029147/,PMC7029147,,,,ISS,Drosophila;Zebrafish;mice;zebrafish,Proteomic;metabolomics;proteomics,[],[],{}
Regulation of hemocytes in Drosophila requires dappled cytochrome b5.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3092937/,PMC3092937,,2011,,,Drosophila;Mus musculus;Rattus norvegicus;mice;mouse,,[],[],{}
A novel phototropic response to red light is revealed in microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,PMC5748516,,,,,Arabidopsis thaliana,,[],[],{}
Plant cell proliferation and growth are altered by microgravity conditions in spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9287483/,PMC9287483,,2022,GLDS-120;GLDS-121;GLDS-144;GLDS-147;GLDS-17;GLDS-205;GLDS-213;GLDS-217;GLDS-218;GLDS-220;GLDS-223;GLDS-251;GLDS-284;GLDS-313;GLDS-314;GLDS-321;GLDS-37;GLDS-38;GLDS-416;GLDS-427;GLDS-44;GLDS-7;GLDS-8,ISS;Shuttle;shuttle,Arabidopsis Thaliana;Arabidopsis thaliana;arabidopsis thaliana,Microarray;RNA-seq;RNAseq;Transcriptomic;Transcriptomics;microarray;proteomic;transcriptomic;transcriptomics;y,[],[],{}
Phototropism of Arabidopsis thaliana in microgravity and fractional gravity on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,PMC5748516,,,,,Arabidopsis thaliana,,[],[],{}
Light and gravity signals synergize in modulating plant development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4211383/,PMC4211383,,2014,,ISS;Shuttle;shuttle,;Arabidopsis thaliana,Proteomic;proteomic;transcriptomic,[],[],{}
A novel blue-light phototropic response is revealed in roots of Arabidopsis thaliana in microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,PMC5748516,,,,,Arabidopsis thaliana,,[],[],{}
Comparative transcriptomics indicate changes in cell wall organization and stress response in seedlings during spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5821596/,PMC5821596,,2017,,Shuttle,Arabidopsis thaliana,Microarray;transcriptomics,[],[],{}
RNAseq analysis of the response of Arabidopsis thaliana to fractional gravity under blue-light stimulation during spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6889863/,PMC6889863,,2019,GLDS-251,ISS,Arabidopsis thaliana,RNA-Seq;RNA-seq;RNAseq;Transcriptomic;proteomic;transcriptomic;transcriptomics,[],[],{}
Comparison of Microgravity Analogs to Spaceflight in Studies of Plant Growth and Development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6908503/,PMC6908503,,2019,,ISS,Arabidopsis thaliana;Drosophila,transcriptomics,[],[],{}
The importance of Earth reference controls in spaceflight-omics research: Characterization of nucleolin mutants from the Seedling Growth experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7607443/,PMC7607443,,2020,GLDS-313,ISS,Arabidopsis thaliana;Saccharomyces cerevisiae;mice;mouse,RNA-Seq;RNA-seq;RNAseq;Transcriptomic;transcriptomic;transcriptomics,[],[],{}
Conducting plant experiments in space and on the Moon,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10764921/,PMC10764921,,,,ISS,Arabidopsis thaliana,,[],[],{}
Red light enhances plant adaptation to spaceflight and Mars g-levels.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9605285/,PMC9605285,,,,ISS;Shuttle,Arabidopsis thaliana,RNA-seq;RNAseq;Transcriptomic;proteomic;transcriptomic;transcriptomics;y,[],[],{}
EUK-134 ameliorates nNOSµ translocation and skeletal muscle fiber atrophy during short-term mechanical unloading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3962621/,PMC3962621,,2013,,,s,,[],[],{}
MnSOD Overexpression Reduces Fibrosis and Pro-Apoptotic Signaling in the Aging Mouse Heart,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4462657/,PMC4462657,,2015,,,Mouse;mice,,[],[],{}
Lifelong wheel running exercise and mild caloric restriction attenuate nuclear EndoG in the aging plantaris muscle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5026643/,PMC5026643,,2015,,,s,,[],[],{}
Age-related alterations in the sarcolemmal environment are attenuated by lifelong caloric restriction and voluntary exercise.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5026642/,PMC5026642,,2016,,,s,,[],[],{}
"The impact of SRT2104 on skeletal muscle mitochondrial function, redox biology, and loss of muscle mass in hindlimb unloaded rats.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10342025/,PMC10342025,,2025,,,;mice;mouse;s,y,[],[],{}
Bioreactor development for skeletal muscle hypertrophy and atrophy by manipulating uniaxial cyclic strain: Proof of concept.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167039/,PMC11167039,,,,,;mice;mouse;s,y,[],[],{}
Genomic and phenotypic characterization of Burkholderia isolates from the potable water system of the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10020673/,PMC10020673,,,,ISS;Shuttle;SpaceX-21,,y,[],[],{}
CAMDLES: CFD-DEM Simulation of Microbial Communities in Spaceflight and Artificial Microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9144607/,PMC9144607,,,,,,,[],[],{}
Hardware validation of the Advanced Plant Habitat on ISS: Canopy photosynthesis in reduced gravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7314936/,PMC7314936,,2020,,ISS;SpaceX 11;SpaceX-11,Arabidopsis thaliana,,[],[],{}
Trimeric structure of (+)-pinoresinol-forming dirigent protein at 1.95 A resolution with three isolated active sites.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4340379/,PMC4340379,,2015,,,Arabidopsis thaliana,,[],[],{}
Reduced Arogenate Dehydratase Expression: Ramifications for Photosynthesis and Metabolism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5933128/,PMC5933128,,2017,,,Arabidopsis thaliana,metabolomics,[],[],{}
New insights into lignification via network and multi-omics analyses of arogenate dehydratase knock-out mutants in Arabidopsis thaliana,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8185232/,PMC8185232,,2021,,,Arabidopsis thaliana;Saccharomyces cerevisiae;mouse,Metabolomic;Metabolomics;Proteomic;Proteomics;RNA-Seq;Transcriptomics;metabolomic;metabolomics;microarray;proteomic;proteomics;transcriptomic;transcriptomics,[],[],{}
Functional consequences of radiation-induced oxidative stress in cultured neural stem cells and the brain exposed to charged particle irradiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3936501/,PMC3936501,,2012,,,mice,,[],[],{}
Exploration of space to achieve scientific breakthroughs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11998595/,PMC11998595,,2025,,,Saccharomyces Cerevisiae;Saccharomyces cerevisiae,,[],[],{}
Network Analysis of Gene Transcriptions of Arabidopsis thaliana in Spaceflight Microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7996555/,PMC7996555,,,GLDS-120;GLDS-7,ISS,Arabidopsis  thaliana;Arabidopsis thaliana,RNAseq;metabolomics;microarray;transcriptomic;transcriptomics,[],[],{}
Detection of Genes in Arabidopsis thaliana L. Responding to DNA Damage from Radiation and Other Stressors in Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8234954/,PMC8234954,,,GLDS-120;GLDS-37;GLDS-38;GLDS-46;GLDS-7,ISS;RR14311;iss,Arabidopsis thaliana;mouse,RNA-seq;RNAseq;microarray;proteomics;transcriptomic;transcriptomics,[],[],{}
"The Effect of spaceflight on mouse olfactory bulb volume, neurogenesis, and cell death indicates the protective effect of novel environment.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4152162/,PMC4152162,,2013,,Shuttle,Mice;mice;mouse,,[],[],{}
"Effects of low-dose rate γ-irradiation combined with simulated microgravity on markers of oxidative stress, DNA methylation potential, and remodeling in the mouse heart",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5498037/,PMC5498037,,2017,,RR1155;RR13452;RR13915;RR14267;rr3049;shuttle,;Mice;Mouse;mice;mouse;s,Proteomic;Proteomics;Transcriptomics;transcriptomic;y,[],[],{}
Characterization of mouse ocular response to a 35-day spaceflight mission: Evidence of blood-retinal barrier disruption and ocular adaptations.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6547757/,PMC6547757,,,,BION-M1;Bion-M1;ISS;RR-9;RR3309;Rodent Research;Shuttle;SpaceX-9;shuttle,;Drosophila;Mouse;Mus musculus;mice;mouse;s,Proteomic;Proteomics;proteomic;proteomics;y,[],[],{}
Mice Exposed to Combined Chronic Low-Dose Irradiation and Modeled Microgravity Develop Long-Term Neurological Sequelae.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6747492/,PMC6747492,,2017,GLDS-202,ISS;RR1389;RR14267;RR14754;Rodent Research;shuttle,;Mice;Mouse;mice;mouse;s,RNA-Seq;RNA-seq;transcriptomic,[],[],{}
"Spaceflight influences gene expression, photoreceptor integrity, and oxidative stress-related damage in the murine retina.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6746706/,PMC6746706,,,,ISS;RR-9;RR14977;RR15219;RR3309;Rodent Research;Shuttle,;Arabidopsis thaliana;Mice;Mouse;mice;mouse;s,RNA-Seq;RNA-seq;Transcriptomics;y,[],[],{}
Evaluating ocular response in the retina and optic nerve head after single and fractionated high-energy protons,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8400407/,PMC8400407,,,,RR1398;RR14977;RR15219,;Mice;Mouse;mice;mouse;s,,[],[],{}
Characterization of gene expression profiles in the mouse brain after 35 days of spaceflight mission.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9365836/,PMC9365836,,2022,,ISS;RR-9;RR14267;RR1728;Rodent Research;SpaceX-12,;Mice;Mouse;mice;mouse,transcriptomics,[],[],{}
A multi-omics longitudinal study of the murine retinal response to chronic low-dose irradiation and simulated microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9547011/,PMC9547011,,,GLDS-203,ISS;RR14267;RR1580,;Mice;Mouse;mice;mouse,RNA-Seq;RNA-seq;Transcriptomics;transcriptomic,[],[],{}
Evidence of spaceflight-induced adverse effects on photoreceptors and retinal function in the mouse eye.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10138634/,PMC10138634,,2023,,ISS;RR-18;RR-9;RR14977;RR2821;RR3007;RR3309;Shuttle;rodent research,;Mice;Mouse;mice;mouse;s,,[],[],{}
Effects of spaceflight on the brain,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12031868/,PMC12031868,,,,,,,[],[],{}
Routine omics collection is a golden opportunity for European human research in space and analog environments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9583032/,PMC9583032,,2022,,ISS;rodent research;shuttle,,Metabolomics;Proteomics;RNA-seq;Transcriptomic;metabolomic;metabolomics;proteomic;proteomics;transcriptomic;transcriptomics,[],[],{}
Spatial omics technologies at multimodal and single cell/subcellular level.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9746133/,PMC9746133,,,,,mouse;zebrafish,RNA-seq;Transcriptomics;metabolomics;microarray;proteomic;transcriptomic;transcriptomics;y,[],[],{}
Genomic characterization and radiation tolerance of Naganishia kalamii sp. nov. and Cystobasidium onofrii sp. nov. from Mars 2020 mission assembly facilities.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10422843/,PMC10422843,,2020,,ISS,,Proteomic;metabolomic;y,[],[],{}
"Genome and clonal hematopoiesis stability contrasts with immune, cfDNA, mitochondrial, and telomere length changes during short duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11022651/,PMC11022651,,,OSD-570;OSD-572;OSD-573;OSD-630,ISS;RR14311;shuttle,,RNA-seq;transcriptomic,[],[],{}
Inspiration4 data access through the NASA Open Science Data Repository,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,PMC11094041,,2024,OSD-569;OSD-570;OSD-571;OSD-572;OSD-573;OSD-574;OSD-575;OSD-630;OSD-656;OSD-687,,mouse,RNA-Seq;RNA-seq;metabolomics;proteomics;transcriptomics,[],[],{}
Molecular and physiologic changes in the SpaceX Inspiration4 civilian crew,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357997/,PMC11357997,,,,ISS;Shuttle;shuttle,mouse,RNA-seq;metabolomics;microarray;proteomic;proteomics;transcriptomics,[],[],{}
Telomeric RNA (TERRA) increases in response to spaceflight and high-altitude climbing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167063/,PMC11167063,,2003,OSD-569;OSD-570,ISS;RR15240,mouse,RNA-Seq;RNA-seq;RNAseq;Transcriptomics;transcriptomics;y,[],[],{}
Spatial multi-omics of human skin reveals KRAS and inflammatory responses to spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166909/,PMC11166909,,,OSD-570;OSD-574,ISS;RR3309;shuttle,;mice;mouse,transcriptomic;transcriptomics;y,[],[],{}
Longitudinal multi-omics analysis of host microbiome architecture and immune responses during short-term spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11222149/,PMC11222149,,,OSD-570;OSD-572;OSD-573;OSD-630,ISS;Shuttle,;Mouse,RNA-seq;Transcriptomics,[],[],{}
Spatiotemporal expression and control of haemoglobin in space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166948/,PMC11166948,,,OSD-530;OSD-5302;OSD-570,ISS,mice,RNA-Seq;RNA-seq;Transcriptomics,[],[],{}
"Single-cell multi-ome and immune profiles of the Inspiration4 crew reveal conserved, cell-type, and sex-specific responses to spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166952/,PMC11166952,,,GLDS-530;OSD-530;OSD-570;OSD-575,ISS;Rodent Research;Shuttle;shuttle,mice;mouse,RNA-Seq;RNA-seq;RNAseq;metabolomic;proteomic;proteomics;transcriptomic;transcriptomics,[],[],{}
Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166937/,PMC11166937,,,GLDS-420;GLDS-530,ISS;shuttle,Mouse;mice;mouse,RNA-seq;proteomic;transcriptomic;transcriptomics;y,[],[],{}
The Space Omics and Medical Atlas (SOMA) and international astronaut biobank,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357981/,PMC11357981,,,,ISS,;mouse,Metabolomics;RNA-seq;Transcriptomic;metabolomic;metabolomics;proteomic;proteomics;transcriptomic;transcriptomics,[],[],{}
"Secretome profiling reveals acute changes in oxidative stress, brain homeostasis, and coagulation following short-duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166969/,PMC11166969,,,OSD-530;OSD-569;OSD-571,ISS;RR-18;RR4308;Shuttle;rodent research;shuttle,;Mice;Mouse;mice;mouse,Metabolomics;Proteomic;Proteomics;RNA-seq;metabolomic;metabolomics;proteomic;proteomics;transcriptomic;transcriptomics,[],[],{}
Astronaut omics and the impact of space on the human body at scale,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166943/,PMC11166943,,,,ISS;shuttle,mouse,Metabolomics;RNA-Seq;RNA-seq;metabolomics;proteomics;transcriptomic;transcriptomics,[],[],{}
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,PMC11166967,,2005,OSD-174;OSD-238;OSD-239;OSD-240;OSD-241;OSD-254;OSD-530;OSD-570,ISS;RR-5;RR-7;Rodent Research;Shuttle,;Mouse;mice;mouse;s,RNA-Seq;RNA-seq;Transcriptomic;Transcriptomics;microarray;transcriptomic;transcriptomics,[],[],{}
"Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167060/,PMC11167060,,,OSD 466;OSD-102;OSD-336;OSD-462;OSD-513;OSD-571;OSD-708;OSD-710;OSD-72,ISS;RR-1;RR-10;RR-23;RR-3;RR-7;Rodent Research;SpaceX-21;rodent research;rr29,;Mice;Mouse;mice;mouse;s,Metabolomics;Proteomic;Proteomics;RNA-Seq;metabolomic;proteomic;proteomics;transcriptomic;transcriptomics;y,[],[],{}
Spaceflight induces changes in gene expression profiles linked to insulin and estrogen,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,PMC11166981,,2003,OSD-100;OSD-101;OSD-102;OSD-103;OSD-104;OSD-105;OSD-168;OSD-238;OSD-239;OSD-240;OSD-241;OSD-254;OSD-48;OSD-530;OSD-98;OSD-99,ISS;RR-1;RR-5;RR-7;RR1;Rodent Research,Drosophila;Mice;Mouse;Mus musculus;mice;mouse;mus musculus,Proteomics;RNA-seq;microarray;proteomics;transcriptomic;transcriptomics,[],[],{}
Protective alleles and precision healthcare in crewed spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/,PMC11263583,,,,ISS;RR1330,mice;mouse,Metabolomics;metabolomics;proteomics;transcriptomic;transcriptomics,[],[],{}
To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,PMC11484870,,2003,,,,,[],[],{}
Growth chambers on the International Space Station for large plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/,PMC10780891,,2023,,ISS,Arabidopsis thaliana,y,[],[],{}
Microbiological and nutritional analysis of lettuce crops grown on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/,PMC7067979,,2020,GLDS-267;GLDS-268;GLDS-269,ISS;Shuttle,Arabidopsis thaliana,,[],[],{}
Natural variation in the expression of ORGANIC CATION TRANSPORTER 1 affects root length responses to cadaverine in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/,PMC4321547,,2015,,,Arabidopsis thaliana;Saccharomyces cerevisiae,metabolomics;microarray;y,[],[],{}
Auxin: Shape matters.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710492/,PMC6710492,,2019,,,,metabolomic,[],[],{}
